-20,0.5,1780
-20,0.5,1779
-20,0.5,1779
-20,0.5,1780
-20,0.5,1780
-20,0.5,1780
-20,0.5,1779
-20,0.5,1778
-20,0.5,1780
-20,0.5,1779
-20,0.5,1780
-20,0.5,1779
-20,0.5,1779
-20,0.5,1780
-20,0.5,1780
-20,0.5,1779
-20,0.5,1780
-20,0.5,1779
-20,0.5,1779
-20,0.5,1779
-20,0.5,1779
-20,0.5,1779
-20,0.5,1779
-20,0.5,1780
-20,0.5,1780
-20,1,1770
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1768
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1769
-20,1,1768
-20,1,1769
-20,1,1769
-20,2,1789
-20,2,1790
-20,2,1790
-20,2,1790
-20,2,1789
-20,2,1789
-20,2,1790
-20,2,1789
-20,2,1789
-20,2,1789
-20,2,1790
-20,2,1789
-20,2,1790
-20,2,1789
-20,2,1789
-20,2,1790
-20,2,1789
-20,2,1789
-20,2,1789
-20,2,1789
-20,2,1789
-20,2,1789
-20,2,1789
-20,2,1789
-20,2,1789
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1683
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,3,1682
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1766
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1766
-20,4,1766
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
-20,4,1765
